model,norm_type,bootstrap_num,disease,F1,dataset
xresnet1d101,minmax,10,right bundle branch block,0.9238845144356954,CPSC2018
xresnet1d101,minmax,11,right bundle branch block,0.9226666666666666,CPSC2018
xresnet1d101,minmax,12,right bundle branch block,0.9487179487179488,CPSC2018
xresnet1d101,minmax,13,right bundle branch block,0.9329896907216496,CPSC2018
xresnet1d101,minmax,14,right bundle branch block,0.9316455696202532,CPSC2018
xresnet1d101,minmax,15,right bundle branch block,0.9430051813471502,CPSC2018
xresnet1d101,minmax,16,right bundle branch block,0.9481865284974093,CPSC2018
xresnet1d101,minmax,17,right bundle branch block,0.9316455696202532,CPSC2018
xresnet1d101,minmax,18,right bundle branch block,0.908108108108108,CPSC2018
xresnet1d101,minmax,19,right bundle branch block,0.9423558897243108,CPSC2018
inception,raw,0,sinus rhythm,0.6758620689655171,CPSC2018
inception,raw,1,sinus rhythm,0.7395833333333333,CPSC2018
inception,raw,2,sinus rhythm,0.6839378238341969,CPSC2018
inception,raw,3,sinus rhythm,0.6666666666666666,CPSC2018
inception,raw,4,sinus rhythm,0.7115384615384616,CPSC2018
inception,raw,5,sinus rhythm,0.7035175879396984,CPSC2018
inception,raw,6,sinus rhythm,0.7195121951219511,CPSC2018
inception,raw,7,sinus rhythm,0.6966292134831461,CPSC2018
inception,raw,8,sinus rhythm,0.6892655367231639,CPSC2018
inception,raw,9,sinus rhythm,0.7076923076923076,CPSC2018
inception,raw,10,sinus rhythm,0.7159090909090908,CPSC2018
inception,raw,11,sinus rhythm,0.7326732673267327,CPSC2018
inception,raw,12,sinus rhythm,0.6477732793522267,CPSC2018
inception,raw,13,sinus rhythm,0.6818181818181818,CPSC2018
inception,raw,14,sinus rhythm,0.7120418848167539,CPSC2018
inception,raw,15,sinus rhythm,0.6666666666666666,CPSC2018
inception,raw,16,sinus rhythm,0.7195767195767195,CPSC2018
inception,raw,17,sinus rhythm,0.6867469879518071,CPSC2018
inception,raw,18,sinus rhythm,0.7044025157232704,CPSC2018
inception,raw,19,sinus rhythm,0.6919431279620852,CPSC2018
inception,minmax,0,sinus rhythm,0.7337278106508877,CPSC2018
inception,minmax,1,sinus rhythm,0.7,CPSC2018
inception,minmax,2,sinus rhythm,0.7415730337078651,CPSC2018
inception,minmax,3,sinus rhythm,0.7428571428571429,CPSC2018
inception,minmax,4,sinus rhythm,0.717391304347826,CPSC2018
inception,minmax,5,sinus rhythm,0.7374301675977654,CPSC2018
inception,minmax,6,sinus rhythm,0.7176470588235295,CPSC2018
inception,minmax,7,sinus rhythm,0.6524822695035462,CPSC2018
inception,minmax,8,sinus rhythm,0.6822429906542056,CPSC2018
inception,minmax,9,sinus rhythm,0.7393364928909952,CPSC2018
inception,minmax,10,sinus rhythm,0.7192118226600984,CPSC2018
inception,minmax,11,sinus rhythm,0.6515837104072398,CPSC2018
inception,minmax,12,sinus rhythm,0.708994708994709,CPSC2018
inception,minmax,13,sinus rhythm,0.7471264367816093,CPSC2018
inception,minmax,14,sinus rhythm,0.618421052631579,CPSC2018
inception,minmax,15,sinus rhythm,0.6740331491712708,CPSC2018
inception,minmax,16,sinus rhythm,0.6923076923076923,CPSC2018
inception,minmax,17,sinus rhythm,0.7291666666666666,CPSC2018
inception,minmax,18,sinus rhythm,0.760233918128655,CPSC2018
inception,minmax,19,sinus rhythm,0.708994708994709,CPSC2018
minirocket,raw,0,sinus rhythm,0.6067415730337079,CPSC2018
minirocket,raw,1,sinus rhythm,0.7039106145251397,CPSC2018
minirocket,raw,2,sinus rhythm,0.6560846560846562,CPSC2018
minirocket,raw,3,sinus rhythm,0.6892655367231639,CPSC2018
minirocket,raw,4,sinus rhythm,0.7428571428571429,CPSC2018
minirocket,raw,5,sinus rhythm,0.6559139784946237,CPSC2018
minirocket,raw,6,sinus rhythm,0.6936416184971099,CPSC2018
minirocket,raw,7,sinus rhythm,0.6043956043956045,CPSC2018
minirocket,raw,8,sinus rhythm,0.6553672316384181,CPSC2018
minirocket,raw,9,sinus rhythm,0.5494505494505495,CPSC2018
minirocket,raw,10,sinus rhythm,0.647398843930636,CPSC2018
minirocket,raw,11,sinus rhythm,0.6829268292682927,CPSC2018
minirocket,raw,12,sinus rhythm,0.6666666666666666,CPSC2018
minirocket,raw,13,sinus rhythm,0.6907216494845361,CPSC2018
minirocket,raw,14,sinus rhythm,0.6961325966850829,CPSC2018
minirocket,raw,15,sinus rhythm,0.6524064171122995,CPSC2018
minirocket,raw,16,sinus rhythm,0.6372549019607844,CPSC2018
minirocket,raw,17,sinus rhythm,0.6347305389221558,CPSC2018
minirocket,raw,18,sinus rhythm,0.7126436781609196,CPSC2018
minirocket,raw,19,sinus rhythm,0.711864406779661,CPSC2018
minirocket,minmax,0,sinus rhythm,0.6938775510204082,CPSC2018
minirocket,minmax,1,sinus rhythm,0.6785714285714286,CPSC2018
minirocket,minmax,2,sinus rhythm,0.696969696969697,CPSC2018
minirocket,minmax,3,sinus rhythm,0.7213114754098361,CPSC2018
minirocket,minmax,4,sinus rhythm,0.6878306878306877,CPSC2018
minirocket,minmax,5,sinus rhythm,0.6363636363636365,CPSC2018
minirocket,minmax,6,sinus rhythm,0.7046632124352331,CPSC2018
minirocket,minmax,7,sinus rhythm,0.6741573033707866,CPSC2018
minirocket,minmax,8,sinus rhythm,0.6585365853658537,CPSC2018
minirocket,minmax,9,sinus rhythm,0.7134502923976608,CPSC2018
minirocket,minmax,10,sinus rhythm,0.6560846560846562,CPSC2018
minirocket,minmax,11,sinus rhythm,0.696969696969697,CPSC2018
minirocket,minmax,12,sinus rhythm,0.7333333333333333,CPSC2018
minirocket,minmax,13,sinus rhythm,0.6624203821656051,CPSC2018
minirocket,minmax,14,sinus rhythm,0.6775956284153006,CPSC2018
minirocket,minmax,15,sinus rhythm,0.6865671641791046,CPSC2018
minirocket,minmax,16,sinus rhythm,0.7032967032967034,CPSC2018
minirocket,minmax,17,sinus rhythm,0.7045454545454545,CPSC2018
minirocket,minmax,18,sinus rhythm,0.6900584795321637,CPSC2018
minirocket,minmax,19,sinus rhythm,0.638036809815951,CPSC2018
xresnet1d101,raw,0,sinus rhythm,0.7419354838709677,CPSC2018
xresnet1d101,raw,1,sinus rhythm,0.7446808510638299,CPSC2018
xresnet1d101,raw,2,sinus rhythm,0.7126436781609196,CPSC2018
xresnet1d101,raw,3,sinus rhythm,0.7282608695652173,CPSC2018
xresnet1d101,raw,4,sinus rhythm,0.7446808510638299,CPSC2018
xresnet1d101,raw,5,sinus rhythm,0.7439613526570049,CPSC2018
xresnet1d101,raw,6,sinus rhythm,0.7450980392156863,CPSC2018
xresnet1d101,raw,7,sinus rhythm,0.7282608695652173,CPSC2018
xresnet1d101,raw,8,sinus rhythm,0.6826347305389221,CPSC2018
xresnet1d101,raw,9,sinus rhythm,0.72,CPSC2018
xresnet1d101,raw,10,sinus rhythm,0.7126436781609196,CPSC2018
xresnet1d101,raw,11,sinus rhythm,0.7238095238095238,CPSC2018
xresnet1d101,raw,12,sinus rhythm,0.6979166666666666,CPSC2018
xresnet1d101,raw,13,sinus rhythm,0.7336683417085426,CPSC2018
xresnet1d101,raw,14,sinus rhythm,0.7411167512690356,CPSC2018
xresnet1d101,raw,15,sinus rhythm,0.686868686868687,CPSC2018
xresnet1d101,raw,16,sinus rhythm,0.7218934911242605,CPSC2018
xresnet1d101,raw,17,sinus rhythm,0.6985645933014353,CPSC2018
xresnet1d101,raw,18,sinus rhythm,0.6910994764397905,CPSC2018
xresnet1d101,raw,19,sinus rhythm,0.7425149700598801,CPSC2018
xresnet1d101,minmax,0,sinus rhythm,0.6835443037974683,CPSC2018
xresnet1d101,minmax,1,sinus rhythm,0.7634408602150538,CPSC2018
xresnet1d101,minmax,2,sinus rhythm,0.6772486772486773,CPSC2018
xresnet1d101,minmax,3,sinus rhythm,0.717391304347826,CPSC2018
xresnet1d101,minmax,4,sinus rhythm,0.7191011235955056,CPSC2018
xresnet1d101,minmax,5,sinus rhythm,0.7052631578947368,CPSC2018
xresnet1d101,minmax,6,sinus rhythm,0.7333333333333333,CPSC2018
xresnet1d101,minmax,7,sinus rhythm,0.7351351351351352,CPSC2018
xresnet1d101,minmax,8,sinus rhythm,0.6385542168674698,CPSC2018
xresnet1d101,minmax,9,sinus rhythm,0.7325581395348838,CPSC2018
xresnet1d101,minmax,10,sinus rhythm,0.711864406779661,CPSC2018
xresnet1d101,minmax,11,sinus rhythm,0.6623376623376623,CPSC2018
xresnet1d101,minmax,12,sinus rhythm,0.6965174129353234,CPSC2018
xresnet1d101,minmax,13,sinus rhythm,0.7311827956989247,CPSC2018
xresnet1d101,minmax,14,sinus rhythm,0.6994535519125683,CPSC2018
xresnet1d101,minmax,15,sinus rhythm,0.7218934911242605,CPSC2018
xresnet1d101,minmax,16,sinus rhythm,0.7589743589743589,CPSC2018
xresnet1d101,minmax,17,sinus rhythm,0.6390532544378699,CPSC2018
xresnet1d101,minmax,18,sinus rhythm,0.6993865030674846,CPSC2018
xresnet1d101,minmax,19,sinus rhythm,0.6885245901639345,CPSC2018
inception,raw,0,st depression,0.7676767676767676,CPSC2018
inception,raw,1,st depression,0.7934782608695652,CPSC2018
inception,raw,2,st depression,0.8023255813953488,CPSC2018
inception,raw,3,st depression,0.7453416149068322,CPSC2018
inception,raw,4,st depression,0.7804878048780488,CPSC2018
inception,raw,5,st depression,0.5714285714285715,CPSC2018
inception,raw,6,st depression,0.7731958762886597,CPSC2018
inception,raw,7,st depression,0.7346938775510204,CPSC2018
inception,raw,8,st depression,0.8050314465408805,CPSC2018
inception,raw,9,st depression,0.7500000000000001,CPSC2018
inception,raw,10,st depression,0.7374301675977655,CPSC2018
inception,raw,11,st depression,0.7317073170731708,CPSC2018
inception,raw,12,st depression,0.7172413793103448,CPSC2018
inception,raw,13,st depression,0.736842105263158,CPSC2018
inception,raw,14,st depression,0.7439024390243903,CPSC2018
inception,raw,15,st depression,0.7560975609756098,CPSC2018
inception,raw,16,st depression,0.8255813953488372,CPSC2018
inception,raw,17,st depression,0.7845303867403315,CPSC2018
inception,raw,18,st depression,0.7573964497041421,CPSC2018
inception,raw,19,st depression,0.7932960893854749,CPSC2018
inception,minmax,0,st depression,0.7730061349693251,CPSC2018
inception,minmax,1,st depression,0.6971428571428572,CPSC2018
inception,minmax,2,st depression,0.7513812154696132,CPSC2018
inception,minmax,3,st depression,0.7246376811594203,CPSC2018
inception,minmax,4,st depression,0.7317073170731708,CPSC2018
inception,minmax,5,st depression,0.6382978723404256,CPSC2018
inception,minmax,6,st depression,0.6896551724137931,CPSC2018
inception,minmax,7,st depression,0.7425149700598802,CPSC2018
inception,minmax,8,st depression,0.6268656716417911,CPSC2018
inception,minmax,9,st depression,0.7236842105263159,CPSC2018
inception,minmax,10,st depression,0.5555555555555556,CPSC2018
inception,minmax,11,st depression,0.6703296703296703,CPSC2018
inception,minmax,12,st depression,0.6212121212121212,CPSC2018
inception,minmax,13,st depression,0.7471264367816092,CPSC2018
inception,minmax,14,st depression,0.7428571428571429,CPSC2018
inception,minmax,15,st depression,0.5454545454545454,CPSC2018
inception,minmax,16,st depression,0.6190476190476191,CPSC2018
inception,minmax,17,st depression,0.7191011235955057,CPSC2018
inception,minmax,18,st depression,0.7771428571428571,CPSC2018
inception,minmax,19,st depression,0.7164179104477613,CPSC2018
minirocket,raw,0,st depression,0.6976744186046512,CPSC2018
minirocket,raw,1,st depression,0.7159090909090908,CPSC2018
minirocket,raw,2,st depression,0.732919254658385,CPSC2018
minirocket,raw,3,st depression,0.7019867549668873,CPSC2018
minirocket,raw,4,st depression,0.6538461538461539,CPSC2018
minirocket,raw,5,st depression,0.6781609195402298,CPSC2018
minirocket,raw,6,st depression,0.7023809523809523,CPSC2018
minirocket,raw,7,st depression,0.707182320441989,CPSC2018
minirocket,raw,8,st depression,0.7314285714285713,CPSC2018
minirocket,raw,9,st depression,0.7692307692307692,CPSC2018
minirocket,raw,10,st depression,0.7570621468926554,CPSC2018
minirocket,raw,11,st depression,0.6490066225165563,CPSC2018
minirocket,raw,12,st depression,0.7133757961783439,CPSC2018
minirocket,raw,13,st depression,0.7108433734939759,CPSC2018
minirocket,raw,14,st depression,0.6923076923076923,CPSC2018
minirocket,raw,15,st depression,0.7407407407407407,CPSC2018
minirocket,raw,16,st depression,0.7951807228915662,CPSC2018
minirocket,raw,17,st depression,0.7636363636363637,CPSC2018
minirocket,raw,18,st depression,0.7185628742514969,CPSC2018
minirocket,raw,19,st depression,0.7425149700598802,CPSC2018
minirocket,minmax,0,st depression,0.6399999999999999,CPSC2018
minirocket,minmax,1,st depression,0.6887417218543046,CPSC2018
minirocket,minmax,2,st depression,0.6490066225165563,CPSC2018
minirocket,minmax,3,st depression,0.7417218543046358,CPSC2018
minirocket,minmax,4,st depression,0.6967741935483871,CPSC2018
minirocket,minmax,5,st depression,0.5771812080536913,CPSC2018
minirocket,minmax,6,st depression,0.6794871794871794,CPSC2018
minirocket,minmax,7,st depression,0.7073170731707318,CPSC2018
minirocket,minmax,8,st depression,0.7185628742514969,CPSC2018
minirocket,minmax,9,st depression,0.7204968944099379,CPSC2018
minirocket,minmax,10,st depression,0.7006369426751592,CPSC2018
minirocket,minmax,11,st depression,0.7483870967741935,CPSC2018
minirocket,minmax,12,st depression,0.7204968944099379,CPSC2018
minirocket,minmax,13,st depression,0.7073170731707318,CPSC2018
minirocket,minmax,14,st depression,0.7573964497041421,CPSC2018
minirocket,minmax,15,st depression,0.7058823529411765,CPSC2018
minirocket,minmax,16,st depression,0.6805555555555557,CPSC2018
minirocket,minmax,17,st depression,0.7108433734939759,CPSC2018
minirocket,minmax,18,st depression,0.6777777777777778,CPSC2018
minirocket,minmax,19,st depression,0.7239263803680982,CPSC2018
xresnet1d101,raw,0,st depression,0.8426966292134831,CPSC2018
xresnet1d101,raw,1,st depression,0.7904191616766467,CPSC2018
xresnet1d101,raw,2,st depression,0.7954545454545455,CPSC2018
xresnet1d101,raw,3,st depression,0.7738095238095238,CPSC2018
xresnet1d101,raw,4,st depression,0.7954545454545455,CPSC2018
xresnet1d101,raw,5,st depression,0.788235294117647,CPSC2018
xresnet1d101,raw,6,st depression,0.7951807228915662,CPSC2018
xresnet1d101,raw,7,st depression,0.8114285714285714,CPSC2018
xresnet1d101,raw,8,st depression,0.7888888888888889,CPSC2018
xresnet1d101,raw,9,st depression,0.8023255813953488,CPSC2018
xresnet1d101,raw,10,st depression,0.7950310559006211,CPSC2018
xresnet1d101,raw,11,st depression,0.8439306358381502,CPSC2018
xresnet1d101,raw,12,st depression,0.8304093567251463,CPSC2018
xresnet1d101,raw,13,st depression,0.8191489361702127,CPSC2018
xresnet1d101,raw,14,st depression,0.7755102040816326,CPSC2018
xresnet1d101,raw,15,st depression,0.7674418604651162,CPSC2018
xresnet1d101,raw,16,st depression,0.7294117647058824,CPSC2018
xresnet1d101,raw,17,st depression,0.8181818181818183,CPSC2018
xresnet1d101,raw,18,st depression,0.7888888888888889,CPSC2018
xresnet1d101,raw,19,st depression,0.7839195979899497,CPSC2018
xresnet1d101,minmax,0,st depression,0.7222222222222223,CPSC2018
xresnet1d101,minmax,1,st depression,0.7738095238095238,CPSC2018
xresnet1d101,minmax,2,st depression,0.755813953488372,CPSC2018
xresnet1d101,minmax,3,st depression,0.7349397590361445,CPSC2018
xresnet1d101,minmax,4,st depression,0.7530864197530864,CPSC2018
xresnet1d101,minmax,5,st depression,0.7469879518072289,CPSC2018
xresnet1d101,minmax,6,st depression,0.8111111111111111,CPSC2018
xresnet1d101,minmax,7,st depression,0.7602339181286549,CPSC2018
xresnet1d101,minmax,8,st depression,0.7239263803680982,CPSC2018
xresnet1d101,minmax,9,st depression,0.7816091954022988,CPSC2018
xresnet1d101,minmax,10,st depression,0.8444444444444444,CPSC2018
xresnet1d101,minmax,11,st depression,0.6406926406926408,CPSC2018
xresnet1d101,minmax,12,st depression,0.8,CPSC2018
xresnet1d101,minmax,13,st depression,0.7441860465116278,CPSC2018
xresnet1d101,minmax,14,st depression,0.7380952380952381,CPSC2018
xresnet1d101,minmax,15,st depression,0.761904761904762,CPSC2018
xresnet1d101,minmax,16,st depression,0.8047337278106508,CPSC2018
xresnet1d101,minmax,17,st depression,0.7074829931972788,CPSC2018
xresnet1d101,minmax,18,st depression,0.7692307692307692,CPSC2018
xresnet1d101,minmax,19,st depression,0.7341772151898734,CPSC2018
inception,raw,0,ventricular ectopics,0.6225165562913907,CPSC2018
inception,raw,1,ventricular ectopics,0.6344827586206896,CPSC2018
inception,raw,2,ventricular ectopics,0.6142857142857143,CPSC2018
inception,raw,3,ventricular ectopics,0.7052023121387283,CPSC2018
inception,raw,4,ventricular ectopics,0.6758620689655173,CPSC2018
inception,raw,5,ventricular ectopics,0.6285714285714286,CPSC2018
inception,raw,6,ventricular ectopics,0.7017543859649121,CPSC2018
inception,raw,7,ventricular ectopics,0.5693430656934307,CPSC2018
inception,raw,8,ventricular ectopics,0.5801526717557252,CPSC2018
inception,raw,9,ventricular ectopics,0.7236842105263157,CPSC2018
inception,raw,10,ventricular ectopics,0.6176470588235293,CPSC2018
inception,raw,11,ventricular ectopics,0.5692307692307692,CPSC2018
inception,raw,12,ventricular ectopics,0.6799999999999999,CPSC2018
inception,raw,13,ventricular ectopics,0.6666666666666666,CPSC2018
inception,raw,14,ventricular ectopics,0.6956521739130433,CPSC2018
inception,raw,15,ventricular ectopics,0.676056338028169,CPSC2018
inception,raw,16,ventricular ectopics,0.6967741935483871,CPSC2018
inception,raw,17,ventricular ectopics,0.6799999999999999,CPSC2018
inception,raw,18,ventricular ectopics,0.6142857142857143,CPSC2018
inception,raw,19,ventricular ectopics,0.6176470588235293,CPSC2018
inception,minmax,0,ventricular ectopics,0.6892655367231639,CPSC2018
inception,minmax,1,ventricular ectopics,0.5303030303030303,CPSC2018
inception,minmax,2,ventricular ectopics,0.7204968944099379,CPSC2018
inception,minmax,3,ventricular ectopics,0.6438356164383561,CPSC2018
inception,minmax,4,ventricular ectopics,0.7005649717514125,CPSC2018
inception,minmax,5,ventricular ectopics,0.6474820143884892,CPSC2018
inception,minmax,6,ventricular ectopics,0.6486486486486486,CPSC2018
inception,minmax,7,ventricular ectopics,0.5857142857142857,CPSC2018
inception,minmax,8,ventricular ectopics,0.6225165562913907,CPSC2018
inception,minmax,9,ventricular ectopics,0.6956521739130433,CPSC2018
inception,minmax,10,ventricular ectopics,0.5563909774436091,CPSC2018
inception,minmax,11,ventricular ectopics,0.5985401459854015,CPSC2018
inception,minmax,12,ventricular ectopics,0.6013986013986014,CPSC2018
inception,minmax,13,ventricular ectopics,0.7218934911242604,CPSC2018
inception,minmax,14,ventricular ectopics,0.759493670886076,CPSC2018
inception,minmax,15,ventricular ectopics,0.6455696202531644,CPSC2018
inception,minmax,16,ventricular ectopics,0.5426356589147288,CPSC2018
inception,minmax,17,ventricular ectopics,0.6666666666666667,CPSC2018
inception,minmax,18,ventricular ectopics,0.7407407407407406,CPSC2018
inception,minmax,19,ventricular ectopics,0.6838709677419355,CPSC2018
minirocket,raw,0,ventricular ectopics,0.576923076923077,CPSC2018
minirocket,raw,1,ventricular ectopics,0.6712328767123288,CPSC2018
minirocket,raw,2,ventricular ectopics,0.6222222222222222,CPSC2018
minirocket,raw,3,ventricular ectopics,0.5714285714285713,CPSC2018
minirocket,raw,4,ventricular ectopics,0.6040268456375838,CPSC2018
minirocket,raw,5,ventricular ectopics,0.5487804878048781,CPSC2018
minirocket,raw,6,ventricular ectopics,0.5777777777777778,CPSC2018
minirocket,raw,7,ventricular ectopics,0.588235294117647,CPSC2018
minirocket,raw,8,ventricular ectopics,0.576923076923077,CPSC2018
minirocket,raw,9,ventricular ectopics,0.6266666666666666,CPSC2018
minirocket,raw,10,ventricular ectopics,0.6438356164383561,CPSC2018
minirocket,raw,11,ventricular ectopics,0.6187050359712231,CPSC2018
minirocket,raw,12,ventricular ectopics,0.5657894736842105,CPSC2018
minirocket,raw,13,ventricular ectopics,0.6338028169014085,CPSC2018
minirocket,raw,14,ventricular ectopics,0.6442953020134228,CPSC2018
minirocket,raw,15,ventricular ectopics,0.5818181818181818,CPSC2018
minirocket,raw,16,ventricular ectopics,0.5492957746478873,CPSC2018
minirocket,raw,17,ventricular ectopics,0.5960264900662252,CPSC2018
minirocket,raw,18,ventricular ectopics,0.5972222222222223,CPSC2018
minirocket,raw,19,ventricular ectopics,0.5915492957746479,CPSC2018
minirocket,minmax,0,ventricular ectopics,0.6708860759493671,CPSC2018
minirocket,minmax,1,ventricular ectopics,0.6946107784431138,CPSC2018
minirocket,minmax,2,ventricular ectopics,0.5413533834586466,CPSC2018
minirocket,minmax,3,ventricular ectopics,0.6967741935483871,CPSC2018
minirocket,minmax,4,ventricular ectopics,0.662251655629139,CPSC2018
minirocket,minmax,5,ventricular ectopics,0.6143790849673203,CPSC2018
minirocket,minmax,6,ventricular ectopics,0.6470588235294118,CPSC2018
minirocket,minmax,7,ventricular ectopics,0.5797101449275361,CPSC2018
minirocket,minmax,8,ventricular ectopics,0.6712328767123288,CPSC2018
minirocket,minmax,9,ventricular ectopics,0.6274509803921569,CPSC2018
minirocket,minmax,10,ventricular ectopics,0.5454545454545454,CPSC2018
minirocket,minmax,11,ventricular ectopics,0.631578947368421,CPSC2018
minirocket,minmax,12,ventricular ectopics,0.670807453416149,CPSC2018
minirocket,minmax,13,ventricular ectopics,0.5833333333333333,CPSC2018
minirocket,minmax,14,ventricular ectopics,0.5985401459854015,CPSC2018
minirocket,minmax,15,ventricular ectopics,0.6206896551724139,CPSC2018
minirocket,minmax,16,ventricular ectopics,0.5693430656934307,CPSC2018
minirocket,minmax,17,ventricular ectopics,0.6181818181818182,CPSC2018
minirocket,minmax,18,ventricular ectopics,0.5793103448275861,CPSC2018
minirocket,minmax,19,ventricular ectopics,0.5606060606060606,CPSC2018
xresnet1d101,raw,0,ventricular ectopics,0.6482758620689656,CPSC2018
xresnet1d101,raw,1,ventricular ectopics,0.6904761904761905,CPSC2018
xresnet1d101,raw,2,ventricular ectopics,0.7012987012987013,CPSC2018
xresnet1d101,raw,3,ventricular ectopics,0.6423357664233577,CPSC2018
xresnet1d101,raw,4,ventricular ectopics,0.7341772151898734,CPSC2018
xresnet1d101,raw,5,ventricular ectopics,0.7204968944099379,CPSC2018
xresnet1d101,raw,6,ventricular ectopics,0.630952380952381,CPSC2018
xresnet1d101,raw,7,ventricular ectopics,0.7701863354037267,CPSC2018
xresnet1d101,raw,8,ventricular ectopics,0.7037037037037037,CPSC2018
xresnet1d101,raw,9,ventricular ectopics,0.7439024390243902,CPSC2018
xresnet1d101,raw,10,ventricular ectopics,0.7133757961783439,CPSC2018
xresnet1d101,raw,11,ventricular ectopics,0.7027027027027027,CPSC2018
xresnet1d101,raw,12,ventricular ectopics,0.7114093959731543,CPSC2018
xresnet1d101,raw,13,ventricular ectopics,0.6933333333333332,CPSC2018
xresnet1d101,raw,14,ventricular ectopics,0.7189542483660131,CPSC2018
xresnet1d101,raw,15,ventricular ectopics,0.5857142857142857,CPSC2018
xresnet1d101,raw,16,ventricular ectopics,0.7058823529411764,CPSC2018
xresnet1d101,raw,17,ventricular ectopics,0.6711409395973154,CPSC2018
xresnet1d101,raw,18,ventricular ectopics,0.6887417218543046,CPSC2018
xresnet1d101,raw,19,ventricular ectopics,0.6973684210526315,CPSC2018
xresnet1d101,minmax,0,ventricular ectopics,0.6547619047619047,CPSC2018
xresnet1d101,minmax,1,ventricular ectopics,0.6883116883116883,CPSC2018
xresnet1d101,minmax,2,ventricular ectopics,0.6225165562913907,CPSC2018
xresnet1d101,minmax,3,ventricular ectopics,0.6666666666666667,CPSC2018
xresnet1d101,minmax,4,ventricular ectopics,0.7116564417177914,CPSC2018
xresnet1d101,minmax,5,ventricular ectopics,0.736196319018405,CPSC2018
xresnet1d101,minmax,6,ventricular ectopics,0.6751592356687898,CPSC2018
xresnet1d101,minmax,7,ventricular ectopics,0.7105263157894737,CPSC2018
xresnet1d101,minmax,8,ventricular ectopics,0.676056338028169,CPSC2018
xresnet1d101,minmax,9,ventricular ectopics,0.7116564417177914,CPSC2018
xresnet1d101,minmax,10,ventricular ectopics,0.6842105263157895,CPSC2018
xresnet1d101,minmax,11,ventricular ectopics,0.6438356164383561,CPSC2018
xresnet1d101,minmax,12,ventricular ectopics,0.703030303030303,CPSC2018
xresnet1d101,minmax,13,ventricular ectopics,0.6533333333333333,CPSC2018
xresnet1d101,minmax,14,ventricular ectopics,0.6754966887417219,CPSC2018
xresnet1d101,minmax,15,ventricular ectopics,0.7325581395348838,CPSC2018
xresnet1d101,minmax,16,ventricular ectopics,0.7133757961783439,CPSC2018
xresnet1d101,minmax,17,ventricular ectopics,0.7133757961783439,CPSC2018
xresnet1d101,minmax,18,ventricular ectopics,0.6301369863013698,CPSC2018
xresnet1d101,minmax,19,ventricular ectopics,0.69281045751634,CPSC2018
inception,raw,0,abnormal QRS,0.6689655172413793,PTBXL
inception,raw,1,abnormal QRS,0.7132459970887919,PTBXL
inception,raw,2,abnormal QRS,0.7012622720897617,PTBXL
inception,raw,3,abnormal QRS,0.7127819548872181,PTBXL
inception,raw,4,abnormal QRS,0.7213578500707214,PTBXL
inception,raw,5,abnormal QRS,0.7071320182094081,PTBXL
inception,raw,6,abnormal QRS,0.7099697885196375,PTBXL
inception,raw,7,abnormal QRS,0.7084639498432601,PTBXL
inception,raw,8,abnormal QRS,0.6983154670750383,PTBXL
inception,raw,9,abnormal QRS,0.7140695915279879,PTBXL
inception,raw,10,abnormal QRS,0.7094017094017093,PTBXL
inception,raw,11,abnormal QRS,0.6894308943089431,PTBXL
inception,raw,12,abnormal QRS,0.6945736434108526,PTBXL
inception,raw,13,abnormal QRS,0.6986301369863015,PTBXL
inception,raw,14,abnormal QRS,0.7151515151515151,PTBXL
inception,raw,15,abnormal QRS,0.6885245901639344,PTBXL
inception,raw,16,abnormal QRS,0.6957878315132605,PTBXL
inception,raw,17,abnormal QRS,0.7003154574132492,PTBXL
inception,raw,18,abnormal QRS,0.6915254237288136,PTBXL
inception,raw,19,abnormal QRS,0.7203647416413373,PTBXL
inception,minmax,0,abnormal QRS,0.654434250764526,PTBXL
inception,minmax,1,abnormal QRS,0.6085578446909667,PTBXL
inception,minmax,2,abnormal QRS,0.5699300699300699,PTBXL
inception,minmax,3,abnormal QRS,0.5992907801418439,PTBXL
inception,minmax,4,abnormal QRS,0.6258503401360543,PTBXL
inception,minmax,5,abnormal QRS,0.5913043478260869,PTBXL
inception,minmax,6,abnormal QRS,0.6445182724252491,PTBXL
inception,minmax,7,abnormal QRS,0.5632377740303541,PTBXL
inception,minmax,8,abnormal QRS,0.6666666666666666,PTBXL
inception,minmax,9,abnormal QRS,0.6535947712418301,PTBXL
inception,minmax,10,abnormal QRS,0.5790349417637272,PTBXL
inception,minmax,11,abnormal QRS,0.6876640419947506,PTBXL
inception,minmax,12,abnormal QRS,0.6772655007949125,PTBXL
inception,minmax,13,abnormal QRS,0.6856368563685636,PTBXL
inception,minmax,14,abnormal QRS,0.6143572621035058,PTBXL
inception,minmax,15,abnormal QRS,0.6525037936267071,PTBXL
inception,minmax,16,abnormal QRS,0.4981412639405205,PTBXL
inception,minmax,17,abnormal QRS,0.5884413309982487,PTBXL
inception,minmax,18,abnormal QRS,0.607717041800643,PTBXL
inception,minmax,19,abnormal QRS,0.6329479768786127,PTBXL
minirocket,raw,0,abnormal QRS,0.5594639865996649,PTBXL
minirocket,raw,1,abnormal QRS,0.59,PTBXL
minirocket,raw,2,abnormal QRS,0.5774193548387097,PTBXL
minirocket,raw,3,abnormal QRS,0.4752475247524753,PTBXL
minirocket,raw,4,abnormal QRS,0.5630397236614854,PTBXL
minirocket,raw,5,abnormal QRS,0.5509181969949917,PTBXL
