disease,F1,model,rate,dataset,bootstrap_num
premature atrial contraction,0.5684210526315789,xresnet1d101,375.0,CPSC2018,8
premature atrial contraction,0.5050505050505051,xresnet1d101,375.0,CPSC2018,9
premature atrial contraction,0.5535714285714286,xresnet1d101,375.0,CPSC2018,10
premature atrial contraction,0.5454545454545455,xresnet1d101,375.0,CPSC2018,11
premature atrial contraction,0.5882352941176471,xresnet1d101,375.0,CPSC2018,12
premature atrial contraction,0.5742574257425742,xresnet1d101,375.0,CPSC2018,13
premature atrial contraction,0.5607476635514019,xresnet1d101,375.0,CPSC2018,14
premature atrial contraction,0.5420560747663552,xresnet1d101,375.0,CPSC2018,15
premature atrial contraction,0.5,xresnet1d101,375.0,CPSC2018,16
premature atrial contraction,0.4848484848484849,xresnet1d101,375.0,CPSC2018,17
premature atrial contraction,0.5208333333333334,xresnet1d101,375.0,CPSC2018,18
premature atrial contraction,0.58,xresnet1d101,375.0,CPSC2018,19
premature atrial contraction,0.5042016806722689,xresnet1d101,500.0,CPSC2018,0
premature atrial contraction,0.4516129032258064,xresnet1d101,500.0,CPSC2018,1
premature atrial contraction,0.3695652173913043,xresnet1d101,500.0,CPSC2018,2
premature atrial contraction,0.4086021505376344,xresnet1d101,500.0,CPSC2018,3
premature atrial contraction,0.4123711340206185,xresnet1d101,500.0,CPSC2018,4
premature atrial contraction,0.4468085106382979,xresnet1d101,500.0,CPSC2018,5
premature atrial contraction,0.4554455445544555,xresnet1d101,500.0,CPSC2018,6
premature atrial contraction,0.4,xresnet1d101,500.0,CPSC2018,7
premature atrial contraction,0.4090909090909091,xresnet1d101,500.0,CPSC2018,8
premature atrial contraction,0.5084745762711865,xresnet1d101,500.0,CPSC2018,9
premature atrial contraction,0.5321100917431193,xresnet1d101,500.0,CPSC2018,10
premature atrial contraction,0.4509803921568628,xresnet1d101,500.0,CPSC2018,11
premature atrial contraction,0.5210084033613446,xresnet1d101,500.0,CPSC2018,12
premature atrial contraction,0.4047619047619047,xresnet1d101,500.0,CPSC2018,13
premature atrial contraction,0.435483870967742,xresnet1d101,500.0,CPSC2018,14
premature atrial contraction,0.4403669724770642,xresnet1d101,500.0,CPSC2018,15
premature atrial contraction,0.5321100917431193,xresnet1d101,500.0,CPSC2018,16
premature atrial contraction,0.464,xresnet1d101,500.0,CPSC2018,17
premature atrial contraction,0.456140350877193,xresnet1d101,500.0,CPSC2018,18
premature atrial contraction,0.5354330708661418,xresnet1d101,500.0,CPSC2018,19
right bundle branch block,0.908616187989556,xresnet1d101,50.0,CPSC2018,0
right bundle branch block,0.9186351706036744,xresnet1d101,50.0,CPSC2018,1
right bundle branch block,0.8992248062015504,xresnet1d101,50.0,CPSC2018,2
right bundle branch block,0.9309462915601024,xresnet1d101,50.0,CPSC2018,3
right bundle branch block,0.9223057644110276,xresnet1d101,50.0,CPSC2018,4
right bundle branch block,0.9072681704260652,xresnet1d101,50.0,CPSC2018,5
right bundle branch block,0.9223057644110276,xresnet1d101,50.0,CPSC2018,6
right bundle branch block,0.9246753246753244,xresnet1d101,50.0,CPSC2018,7
right bundle branch block,0.90126582278481,xresnet1d101,50.0,CPSC2018,8
right bundle branch block,0.9226932668329176,xresnet1d101,50.0,CPSC2018,9
right bundle branch block,0.9242819843342036,xresnet1d101,50.0,CPSC2018,10
right bundle branch block,0.9242819843342036,xresnet1d101,50.0,CPSC2018,11
right bundle branch block,0.9305912596401028,xresnet1d101,50.0,CPSC2018,12
right bundle branch block,0.9223057644110276,xresnet1d101,50.0,CPSC2018,13
right bundle branch block,0.921119592875318,xresnet1d101,50.0,CPSC2018,14
right bundle branch block,0.9230769230769232,xresnet1d101,50.0,CPSC2018,15
right bundle branch block,0.9138381201044384,xresnet1d101,50.0,CPSC2018,16
right bundle branch block,0.9104859335038364,xresnet1d101,50.0,CPSC2018,17
right bundle branch block,0.9048843187660668,xresnet1d101,50.0,CPSC2018,18
right bundle branch block,0.9071618037135278,xresnet1d101,50.0,CPSC2018,19
right bundle branch block,0.9168765743073048,xresnet1d101,125.0,CPSC2018,0
right bundle branch block,0.934673366834171,xresnet1d101,125.0,CPSC2018,1
right bundle branch block,0.912621359223301,xresnet1d101,125.0,CPSC2018,2
right bundle branch block,0.9360613810741688,xresnet1d101,125.0,CPSC2018,3
right bundle branch block,0.9387755102040816,xresnet1d101,125.0,CPSC2018,4
right bundle branch block,0.9462915601023018,xresnet1d101,125.0,CPSC2018,5
right bundle branch block,0.9250645994832042,xresnet1d101,125.0,CPSC2018,6
right bundle branch block,0.9396984924623116,xresnet1d101,125.0,CPSC2018,7
right bundle branch block,0.9547738693467336,xresnet1d101,125.0,CPSC2018,8
right bundle branch block,0.9457364341085271,xresnet1d101,125.0,CPSC2018,9
right bundle branch block,0.9305912596401028,xresnet1d101,125.0,CPSC2018,10
right bundle branch block,0.9214659685863874,xresnet1d101,125.0,CPSC2018,11
right bundle branch block,0.9405684754521964,xresnet1d101,125.0,CPSC2018,12
right bundle branch block,0.935064935064935,xresnet1d101,125.0,CPSC2018,13
right bundle branch block,0.94025974025974,xresnet1d101,125.0,CPSC2018,14
right bundle branch block,0.928,xresnet1d101,125.0,CPSC2018,15
right bundle branch block,0.9484536082474228,xresnet1d101,125.0,CPSC2018,16
right bundle branch block,0.9276139410187668,xresnet1d101,125.0,CPSC2018,17
right bundle branch block,0.9322916666666666,xresnet1d101,125.0,CPSC2018,18
right bundle branch block,0.9238845144356954,xresnet1d101,125.0,CPSC2018,19
right bundle branch block,0.9411764705882352,xresnet1d101,250.0,CPSC2018,0
right bundle branch block,0.9481865284974093,xresnet1d101,250.0,CPSC2018,1
right bundle branch block,0.9518987341772152,xresnet1d101,250.0,CPSC2018,2
right bundle branch block,0.9451697127937336,xresnet1d101,250.0,CPSC2018,3
right bundle branch block,0.9432989690721648,xresnet1d101,250.0,CPSC2018,4
right bundle branch block,0.9302325581395348,xresnet1d101,250.0,CPSC2018,5
right bundle branch block,0.9110512129380054,xresnet1d101,250.0,CPSC2018,6
right bundle branch block,0.9438775510204082,xresnet1d101,250.0,CPSC2018,7
right bundle branch block,0.9282051282051282,xresnet1d101,250.0,CPSC2018,8
right bundle branch block,0.950904392764858,xresnet1d101,250.0,CPSC2018,9
right bundle branch block,0.9336734693877552,xresnet1d101,250.0,CPSC2018,10
right bundle branch block,0.9267015706806284,xresnet1d101,250.0,CPSC2018,11
right bundle branch block,0.9390862944162436,xresnet1d101,250.0,CPSC2018,12
right bundle branch block,0.9095744680851064,xresnet1d101,250.0,CPSC2018,13
right bundle branch block,0.9460154241645244,xresnet1d101,250.0,CPSC2018,14
right bundle branch block,0.9393939393939392,xresnet1d101,250.0,CPSC2018,15
right bundle branch block,0.9190600522193212,xresnet1d101,250.0,CPSC2018,16
right bundle branch block,0.9430051813471502,xresnet1d101,250.0,CPSC2018,17
right bundle branch block,0.9489795918367347,xresnet1d101,250.0,CPSC2018,18
right bundle branch block,0.923076923076923,xresnet1d101,250.0,CPSC2018,19
right bundle branch block,0.908108108108108,xresnet1d101,375.0,CPSC2018,0
right bundle branch block,0.9276807980049876,xresnet1d101,375.0,CPSC2018,1
right bundle branch block,0.9421052631578948,xresnet1d101,375.0,CPSC2018,2
right bundle branch block,0.9462915601023018,xresnet1d101,375.0,CPSC2018,3
right bundle branch block,0.9319371727748692,xresnet1d101,375.0,CPSC2018,4
right bundle branch block,0.9441624365482234,xresnet1d101,375.0,CPSC2018,5
right bundle branch block,0.9363867684478372,xresnet1d101,375.0,CPSC2018,6
right bundle branch block,0.9190600522193212,xresnet1d101,375.0,CPSC2018,7
right bundle branch block,0.94147582697201,xresnet1d101,375.0,CPSC2018,8
right bundle branch block,0.9375,xresnet1d101,375.0,CPSC2018,9
right bundle branch block,0.953846153846154,xresnet1d101,375.0,CPSC2018,10
right bundle branch block,0.935064935064935,xresnet1d101,375.0,CPSC2018,11
right bundle branch block,0.9305912596401028,xresnet1d101,375.0,CPSC2018,12
right bundle branch block,0.9195979899497488,xresnet1d101,375.0,CPSC2018,13
right bundle branch block,0.9451697127937336,xresnet1d101,375.0,CPSC2018,14
right bundle branch block,0.9465648854961832,xresnet1d101,375.0,CPSC2018,15
right bundle branch block,0.935064935064935,xresnet1d101,375.0,CPSC2018,16
right bundle branch block,0.935064935064935,xresnet1d101,375.0,CPSC2018,17
right bundle branch block,0.9457364341085271,xresnet1d101,375.0,CPSC2018,18
right bundle branch block,0.949748743718593,xresnet1d101,375.0,CPSC2018,19
right bundle branch block,0.9494949494949496,xresnet1d101,500.0,CPSC2018,0
right bundle branch block,0.9274611398963732,xresnet1d101,500.0,CPSC2018,1
right bundle branch block,0.9153439153439152,xresnet1d101,500.0,CPSC2018,2
right bundle branch block,0.9002695417789758,xresnet1d101,500.0,CPSC2018,3
right bundle branch block,0.9411764705882352,xresnet1d101,500.0,CPSC2018,4
right bundle branch block,0.9435897435897436,xresnet1d101,500.0,CPSC2018,5
right bundle branch block,0.9462915601023018,xresnet1d101,500.0,CPSC2018,6
right bundle branch block,0.9186351706036744,xresnet1d101,500.0,CPSC2018,7
right bundle branch block,0.9160671462829736,xresnet1d101,500.0,CPSC2018,8
right bundle branch block,0.9411764705882352,xresnet1d101,500.0,CPSC2018,9
right bundle branch block,0.9238845144356954,xresnet1d101,500.0,CPSC2018,10
right bundle branch block,0.9226666666666666,xresnet1d101,500.0,CPSC2018,11
right bundle branch block,0.9487179487179488,xresnet1d101,500.0,CPSC2018,12
right bundle branch block,0.9329896907216496,xresnet1d101,500.0,CPSC2018,13
right bundle branch block,0.9316455696202532,xresnet1d101,500.0,CPSC2018,14
right bundle branch block,0.9430051813471502,xresnet1d101,500.0,CPSC2018,15
right bundle branch block,0.9481865284974093,xresnet1d101,500.0,CPSC2018,16
right bundle branch block,0.9316455696202532,xresnet1d101,500.0,CPSC2018,17
right bundle branch block,0.908108108108108,xresnet1d101,500.0,CPSC2018,18
right bundle branch block,0.9423558897243108,xresnet1d101,500.0,CPSC2018,19
sinus rhythm,0.6405228758169934,xresnet1d101,50.0,CPSC2018,0
sinus rhythm,0.7106598984771573,xresnet1d101,50.0,CPSC2018,1
sinus rhythm,0.6303030303030304,xresnet1d101,50.0,CPSC2018,2
sinus rhythm,0.7243243243243244,xresnet1d101,50.0,CPSC2018,3
sinus rhythm,0.6885245901639345,xresnet1d101,50.0,CPSC2018,4
sinus rhythm,0.6707317073170731,xresnet1d101,50.0,CPSC2018,5
sinus rhythm,0.6823529411764706,xresnet1d101,50.0,CPSC2018,6
sinus rhythm,0.7225130890052356,xresnet1d101,50.0,CPSC2018,7
sinus rhythm,0.6910994764397905,xresnet1d101,50.0,CPSC2018,8
sinus rhythm,0.7431693989071038,xresnet1d101,50.0,CPSC2018,9
sinus rhythm,0.6820809248554913,xresnet1d101,50.0,CPSC2018,10
sinus rhythm,0.6211180124223602,xresnet1d101,50.0,CPSC2018,11
sinus rhythm,0.7391304347826086,xresnet1d101,50.0,CPSC2018,12
sinus rhythm,0.7045454545454545,xresnet1d101,50.0,CPSC2018,13
sinus rhythm,0.6745562130177514,xresnet1d101,50.0,CPSC2018,14
sinus rhythm,0.6961325966850829,xresnet1d101,50.0,CPSC2018,15
sinus rhythm,0.7666666666666667,xresnet1d101,50.0,CPSC2018,16
sinus rhythm,0.7459459459459459,xresnet1d101,50.0,CPSC2018,17
sinus rhythm,0.6633165829145728,xresnet1d101,50.0,CPSC2018,18
sinus rhythm,0.6703296703296704,xresnet1d101,50.0,CPSC2018,19
sinus rhythm,0.6900584795321637,xresnet1d101,125.0,CPSC2018,0
sinus rhythm,0.6754966887417218,xresnet1d101,125.0,CPSC2018,1
sinus rhythm,0.7027027027027026,xresnet1d101,125.0,CPSC2018,2
sinus rhythm,0.7225130890052356,xresnet1d101,125.0,CPSC2018,3
sinus rhythm,0.7487179487179486,xresnet1d101,125.0,CPSC2018,4
sinus rhythm,0.6900584795321637,xresnet1d101,125.0,CPSC2018,5
sinus rhythm,0.6739130434782609,xresnet1d101,125.0,CPSC2018,6
sinus rhythm,0.768361581920904,xresnet1d101,125.0,CPSC2018,7
sinus rhythm,0.7035175879396984,xresnet1d101,125.0,CPSC2018,8
sinus rhythm,0.7314285714285715,xresnet1d101,125.0,CPSC2018,9
sinus rhythm,0.7475728155339806,xresnet1d101,125.0,CPSC2018,10
sinus rhythm,0.7135135135135136,xresnet1d101,125.0,CPSC2018,11
sinus rhythm,0.6705882352941177,xresnet1d101,125.0,CPSC2018,12
sinus rhythm,0.7373737373737375,xresnet1d101,125.0,CPSC2018,13
sinus rhythm,0.6777777777777778,xresnet1d101,125.0,CPSC2018,14
sinus rhythm,0.7045454545454545,xresnet1d101,125.0,CPSC2018,15
sinus rhythm,0.7513812154696133,xresnet1d101,125.0,CPSC2018,16
sinus rhythm,0.7103825136612023,xresnet1d101,125.0,CPSC2018,17
sinus rhythm,0.7058823529411764,xresnet1d101,125.0,CPSC2018,18
sinus rhythm,0.7333333333333333,xresnet1d101,125.0,CPSC2018,19
sinus rhythm,0.723404255319149,xresnet1d101,250.0,CPSC2018,0
sinus rhythm,0.723404255319149,xresnet1d101,250.0,CPSC2018,1
sinus rhythm,0.6589595375722542,xresnet1d101,250.0,CPSC2018,2
sinus rhythm,0.7608695652173912,xresnet1d101,250.0,CPSC2018,3
sinus rhythm,0.6813186813186813,xresnet1d101,250.0,CPSC2018,4
sinus rhythm,0.659217877094972,xresnet1d101,250.0,CPSC2018,5
sinus rhythm,0.6706586826347305,xresnet1d101,250.0,CPSC2018,6
sinus rhythm,0.7182320441988951,xresnet1d101,250.0,CPSC2018,7
sinus rhythm,0.6099290780141844,xresnet1d101,250.0,CPSC2018,8
sinus rhythm,0.7578947368421052,xresnet1d101,250.0,CPSC2018,9
sinus rhythm,0.6390532544378699,xresnet1d101,250.0,CPSC2018,10
sinus rhythm,0.6779661016949153,xresnet1d101,250.0,CPSC2018,11
sinus rhythm,0.6965174129353234,xresnet1d101,250.0,CPSC2018,12
sinus rhythm,0.7045454545454545,xresnet1d101,250.0,CPSC2018,13
sinus rhythm,0.7415730337078651,xresnet1d101,250.0,CPSC2018,14
sinus rhythm,0.6871165644171778,xresnet1d101,250.0,CPSC2018,15
sinus rhythm,0.7100591715976332,xresnet1d101,250.0,CPSC2018,16
sinus rhythm,0.6748466257668712,xresnet1d101,250.0,CPSC2018,17
sinus rhythm,0.7425149700598801,xresnet1d101,250.0,CPSC2018,18
sinus rhythm,0.7283236994219654,xresnet1d101,250.0,CPSC2018,19
sinus rhythm,0.7046632124352331,xresnet1d101,375.0,CPSC2018,0
sinus rhythm,0.72636815920398,xresnet1d101,375.0,CPSC2018,1
sinus rhythm,0.7010309278350515,xresnet1d101,375.0,CPSC2018,2
sinus rhythm,0.7796610169491527,xresnet1d101,375.0,CPSC2018,3
sinus rhythm,0.702439024390244,xresnet1d101,375.0,CPSC2018,4
sinus rhythm,0.7126436781609196,xresnet1d101,375.0,CPSC2018,5
sinus rhythm,0.6829268292682927,xresnet1d101,375.0,CPSC2018,6
sinus rhythm,0.72,xresnet1d101,375.0,CPSC2018,7
sinus rhythm,0.7032967032967034,xresnet1d101,375.0,CPSC2018,8
sinus rhythm,0.7272727272727273,xresnet1d101,375.0,CPSC2018,9
sinus rhythm,0.6863905325443787,xresnet1d101,375.0,CPSC2018,10
sinus rhythm,0.7752808988764045,xresnet1d101,375.0,CPSC2018,11
sinus rhythm,0.7314285714285715,xresnet1d101,375.0,CPSC2018,12
sinus rhythm,0.7111111111111111,xresnet1d101,375.0,CPSC2018,13
sinus rhythm,0.7486033519553073,xresnet1d101,375.0,CPSC2018,14
sinus rhythm,0.7065868263473054,xresnet1d101,375.0,CPSC2018,15
sinus rhythm,0.7593582887700535,xresnet1d101,375.0,CPSC2018,16
sinus rhythm,0.7322404371584699,xresnet1d101,375.0,CPSC2018,17
sinus rhythm,0.7431693989071038,xresnet1d101,375.0,CPSC2018,18
sinus rhythm,0.7303370786516854,xresnet1d101,375.0,CPSC2018,19
sinus rhythm,0.6835443037974683,xresnet1d101,500.0,CPSC2018,0
sinus rhythm,0.7634408602150538,xresnet1d101,500.0,CPSC2018,1
sinus rhythm,0.6772486772486773,xresnet1d101,500.0,CPSC2018,2
sinus rhythm,0.717391304347826,xresnet1d101,500.0,CPSC2018,3
sinus rhythm,0.7191011235955056,xresnet1d101,500.0,CPSC2018,4
sinus rhythm,0.7052631578947368,xresnet1d101,500.0,CPSC2018,5
sinus rhythm,0.7333333333333333,xresnet1d101,500.0,CPSC2018,6
sinus rhythm,0.7351351351351352,xresnet1d101,500.0,CPSC2018,7
sinus rhythm,0.6385542168674698,xresnet1d101,500.0,CPSC2018,8
sinus rhythm,0.7325581395348838,xresnet1d101,500.0,CPSC2018,9
sinus rhythm,0.711864406779661,xresnet1d101,500.0,CPSC2018,10
sinus rhythm,0.6623376623376623,xresnet1d101,500.0,CPSC2018,11
sinus rhythm,0.6965174129353234,xresnet1d101,500.0,CPSC2018,12
sinus rhythm,0.7311827956989247,xresnet1d101,500.0,CPSC2018,13
sinus rhythm,0.6994535519125683,xresnet1d101,500.0,CPSC2018,14
sinus rhythm,0.7218934911242605,xresnet1d101,500.0,CPSC2018,15
sinus rhythm,0.7589743589743589,xresnet1d101,500.0,CPSC2018,16
sinus rhythm,0.6390532544378699,xresnet1d101,500.0,CPSC2018,17
sinus rhythm,0.6993865030674846,xresnet1d101,500.0,CPSC2018,18
sinus rhythm,0.6885245901639345,xresnet1d101,500.0,CPSC2018,19
st depression,0.7362637362637364,xresnet1d101,50.0,CPSC2018,0
st depression,0.7080745341614907,xresnet1d101,50.0,CPSC2018,1
st depression,0.703030303030303,xresnet1d101,50.0,CPSC2018,2
st depression,0.7738095238095238,xresnet1d101,50.0,CPSC2018,3
st depression,0.7891891891891892,xresnet1d101,50.0,CPSC2018,4
st depression,0.7647058823529412,xresnet1d101,50.0,CPSC2018,5
st depression,0.7485380116959064,xresnet1d101,50.0,CPSC2018,6
st depression,0.7337278106508875,xresnet1d101,50.0,CPSC2018,7
st depression,0.7152317880794703,xresnet1d101,50.0,CPSC2018,8
st depression,0.7664670658682634,xresnet1d101,50.0,CPSC2018,9
st depression,0.7692307692307692,xresnet1d101,50.0,CPSC2018,10
st depression,0.761904761904762,xresnet1d101,50.0,CPSC2018,11
st depression,0.8023255813953488,xresnet1d101,50.0,CPSC2018,12
st depression,0.8181818181818183,xresnet1d101,50.0,CPSC2018,13
st depression,0.7160493827160495,xresnet1d101,50.0,CPSC2018,14
st depression,0.7116564417177915,xresnet1d101,50.0,CPSC2018,15
st depression,0.7777777777777778,xresnet1d101,50.0,CPSC2018,16
st depression,0.7393939393939394,xresnet1d101,50.0,CPSC2018,17
st depression,0.7515151515151515,xresnet1d101,50.0,CPSC2018,18
st depression,0.6896551724137931,xresnet1d101,50.0,CPSC2018,19
st depression,0.783132530120482,xresnet1d101,125.0,CPSC2018,0
st depression,0.7647058823529412,xresnet1d101,125.0,CPSC2018,1
st depression,0.6962025316455697,xresnet1d101,125.0,CPSC2018,2
st depression,0.8092485549132948,xresnet1d101,125.0,CPSC2018,3
st depression,0.7657142857142858,xresnet1d101,125.0,CPSC2018,4
st depression,0.7661691542288558,xresnet1d101,125.0,CPSC2018,5
st depression,0.7080745341614907,xresnet1d101,125.0,CPSC2018,6
st depression,0.7624309392265194,xresnet1d101,125.0,CPSC2018,7
st depression,0.7066666666666667,xresnet1d101,125.0,CPSC2018,8
st depression,0.8111111111111111,xresnet1d101,125.0,CPSC2018,9
st depression,0.7602339181286549,xresnet1d101,125.0,CPSC2018,10
st depression,0.8268156424581005,xresnet1d101,125.0,CPSC2018,11
st depression,0.7955801104972375,xresnet1d101,125.0,CPSC2018,12
st depression,0.8092485549132948,xresnet1d101,125.0,CPSC2018,13
st depression,0.7650273224043715,xresnet1d101,125.0,CPSC2018,14
st depression,0.7710843373493975,xresnet1d101,125.0,CPSC2018,15
st depression,0.7904191616766467,xresnet1d101,125.0,CPSC2018,16
st depression,0.7650273224043715,xresnet1d101,125.0,CPSC2018,17
st depression,0.7486631016042781,xresnet1d101,125.0,CPSC2018,18
st depression,0.7764705882352941,xresnet1d101,125.0,CPSC2018,19
st depression,0.7891891891891892,xresnet1d101,250.0,CPSC2018,0
st depression,0.7916666666666666,xresnet1d101,250.0,CPSC2018,1
st depression,0.7035175879396984,xresnet1d101,250.0,CPSC2018,2
st depression,0.8135593220338984,xresnet1d101,250.0,CPSC2018,3
st depression,0.802197802197802,xresnet1d101,250.0,CPSC2018,4
st depression,0.7441860465116278,xresnet1d101,250.0,CPSC2018,5
st depression,0.7745664739884394,xresnet1d101,250.0,CPSC2018,6
st depression,0.7796610169491525,xresnet1d101,250.0,CPSC2018,7
st depression,0.7759562841530054,xresnet1d101,250.0,CPSC2018,8
st depression,0.7912087912087912,xresnet1d101,250.0,CPSC2018,9
st depression,0.7513227513227513,xresnet1d101,250.0,CPSC2018,10
st depression,0.783132530120482,xresnet1d101,250.0,CPSC2018,11
st depression,0.7388535031847132,xresnet1d101,250.0,CPSC2018,12
st depression,0.7741935483870969,xresnet1d101,250.0,CPSC2018,13
st depression,0.7337278106508875,xresnet1d101,250.0,CPSC2018,14
st depression,0.7914438502673797,xresnet1d101,250.0,CPSC2018,15
st depression,0.8089887640449438,xresnet1d101,250.0,CPSC2018,16
st depression,0.7835051546391752,xresnet1d101,250.0,CPSC2018,17
st depression,0.8135593220338984,xresnet1d101,250.0,CPSC2018,18
st depression,0.7124999999999999,xresnet1d101,250.0,CPSC2018,19
st depression,0.7311827956989247,xresnet1d101,375.0,CPSC2018,0
st depression,0.7272727272727273,xresnet1d101,375.0,CPSC2018,1
st depression,0.7630057803468209,xresnet1d101,375.0,CPSC2018,2
st depression,0.8287292817679558,xresnet1d101,375.0,CPSC2018,3
st depression,0.6950354609929079,xresnet1d101,375.0,CPSC2018,4
st depression,0.826086956521739,xresnet1d101,375.0,CPSC2018,5
st depression,0.8402366863905325,xresnet1d101,375.0,CPSC2018,6
st depression,0.7724867724867726,xresnet1d101,375.0,CPSC2018,7
st depression,0.8181818181818183,xresnet1d101,375.0,CPSC2018,8
st depression,0.8222222222222222,xresnet1d101,375.0,CPSC2018,9
st depression,0.8092485549132948,xresnet1d101,375.0,CPSC2018,10
st depression,0.8045977011494252,xresnet1d101,375.0,CPSC2018,11
st depression,0.802197802197802,xresnet1d101,375.0,CPSC2018,12
st depression,0.7954545454545455,xresnet1d101,375.0,CPSC2018,13
st depression,0.8275862068965518,xresnet1d101,375.0,CPSC2018,14
st depression,0.7926829268292682,xresnet1d101,375.0,CPSC2018,15
st depression,0.8,xresnet1d101,375.0,CPSC2018,16
st depression,0.8087431693989071,xresnet1d101,375.0,CPSC2018,17
st depression,0.8068181818181818,xresnet1d101,375.0,CPSC2018,18
st depression,0.7912087912087912,xresnet1d101,375.0,CPSC2018,19
st depression,0.7222222222222223,xresnet1d101,500.0,CPSC2018,0
st depression,0.7738095238095238,xresnet1d101,500.0,CPSC2018,1
st depression,0.755813953488372,xresnet1d101,500.0,CPSC2018,2
st depression,0.7349397590361445,xresnet1d101,500.0,CPSC2018,3
st depression,0.7530864197530864,xresnet1d101,500.0,CPSC2018,4
st depression,0.7469879518072289,xresnet1d101,500.0,CPSC2018,5
st depression,0.8111111111111111,xresnet1d101,500.0,CPSC2018,6
st depression,0.7602339181286549,xresnet1d101,500.0,CPSC2018,7
st depression,0.7239263803680982,xresnet1d101,500.0,CPSC2018,8
st depression,0.7816091954022988,xresnet1d101,500.0,CPSC2018,9
st depression,0.8444444444444444,xresnet1d101,500.0,CPSC2018,10
st depression,0.6406926406926408,xresnet1d101,500.0,CPSC2018,11
st depression,0.8,xresnet1d101,500.0,CPSC2018,12
st depression,0.7441860465116278,xresnet1d101,500.0,CPSC2018,13
st depression,0.7380952380952381,xresnet1d101,500.0,CPSC2018,14
st depression,0.761904761904762,xresnet1d101,500.0,CPSC2018,15
st depression,0.8047337278106508,xresnet1d101,500.0,CPSC2018,16
st depression,0.7074829931972788,xresnet1d101,500.0,CPSC2018,17
st depression,0.7692307692307692,xresnet1d101,500.0,CPSC2018,18
st depression,0.7341772151898734,xresnet1d101,500.0,CPSC2018,19
ventricular ectopics,0.7672955974842768,xresnet1d101,50.0,CPSC2018,0
ventricular ectopics,0.7397260273972603,xresnet1d101,50.0,CPSC2018,1
ventricular ectopics,0.7549668874172185,xresnet1d101,50.0,CPSC2018,2
ventricular ectopics,0.758169934640523,xresnet1d101,50.0,CPSC2018,3
ventricular ectopics,0.7500000000000001,xresnet1d101,50.0,CPSC2018,4
ventricular ectopics,0.726027397260274,xresnet1d101,50.0,CPSC2018,5
ventricular ectopics,0.7612903225806451,xresnet1d101,50.0,CPSC2018,6
ventricular ectopics,0.7792207792207791,xresnet1d101,50.0,CPSC2018,7
ventricular ectopics,0.7600000000000001,xresnet1d101,50.0,CPSC2018,8
ventricular ectopics,0.7820512820512822,xresnet1d101,50.0,CPSC2018,9
ventricular ectopics,0.7368421052631579,xresnet1d101,50.0,CPSC2018,10
ventricular ectopics,0.7898089171974523,xresnet1d101,50.0,CPSC2018,11
ventricular ectopics,0.7870967741935484,xresnet1d101,50.0,CPSC2018,12
ventricular ectopics,0.763157894736842,xresnet1d101,50.0,CPSC2018,13
ventricular ectopics,0.7662337662337663,xresnet1d101,50.0,CPSC2018,14
ventricular ectopics,0.7354838709677419,xresnet1d101,50.0,CPSC2018,15
ventricular ectopics,0.7564102564102564,xresnet1d101,50.0,CPSC2018,16
ventricular ectopics,0.802547770700637,xresnet1d101,50.0,CPSC2018,17
ventricular ectopics,0.7530864197530865,xresnet1d101,50.0,CPSC2018,18
ventricular ectopics,0.7499999999999999,xresnet1d101,50.0,CPSC2018,19
ventricular ectopics,0.7701863354037267,xresnet1d101,125.0,CPSC2018,0
ventricular ectopics,0.7417218543046358,xresnet1d101,125.0,CPSC2018,1
ventricular ectopics,0.7152317880794702,xresnet1d101,125.0,CPSC2018,2
ventricular ectopics,0.7612903225806451,xresnet1d101,125.0,CPSC2018,3
ventricular ectopics,0.7435897435897435,xresnet1d101,125.0,CPSC2018,4
ventricular ectopics,0.7225806451612904,xresnet1d101,125.0,CPSC2018,5
ventricular ectopics,0.7388535031847134,xresnet1d101,125.0,CPSC2018,6
ventricular ectopics,0.763157894736842,xresnet1d101,125.0,CPSC2018,7
ventricular ectopics,0.7200000000000001,xresnet1d101,125.0,CPSC2018,8
ventricular ectopics,0.7662337662337663,xresnet1d101,125.0,CPSC2018,9
ventricular ectopics,0.7547169811320754,xresnet1d101,125.0,CPSC2018,10
ventricular ectopics,0.7600000000000001,xresnet1d101,125.0,CPSC2018,11
ventricular ectopics,0.7532467532467532,xresnet1d101,125.0,CPSC2018,12
ventricular ectopics,0.7469879518072291,xresnet1d101,125.0,CPSC2018,13
ventricular ectopics,0.7532467532467532,xresnet1d101,125.0,CPSC2018,14
ventricular ectopics,0.7950310559006211,xresnet1d101,125.0,CPSC2018,15
ventricular ectopics,0.7843137254901961,xresnet1d101,125.0,CPSC2018,16
ventricular ectopics,0.7682926829268292,xresnet1d101,125.0,CPSC2018,17
ventricular ectopics,0.758169934640523,xresnet1d101,125.0,CPSC2018,18
ventricular ectopics,0.7564102564102564,xresnet1d101,125.0,CPSC2018,19
ventricular ectopics,0.7142857142857143,xresnet1d101,250.0,CPSC2018,0
ventricular ectopics,0.7215189873417721,xresnet1d101,250.0,CPSC2018,1
ventricular ectopics,0.7228915662650602,xresnet1d101,250.0,CPSC2018,2
ventricular ectopics,0.7547169811320754,xresnet1d101,250.0,CPSC2018,3
ventricular ectopics,0.7307692307692307,xresnet1d101,250.0,CPSC2018,4
ventricular ectopics,0.7341772151898734,xresnet1d101,250.0,CPSC2018,5
